review_text,review_translater_face,polaridadeMultiClassifierTweetsOriginal,polaridadeMultiClassifierTweetsTraduzido,polaridade
Eu teria á oposição de troca ou devolução do produto mais meu cunhado não quis fazer o procedimento mais tudo bem espero que os outros dois produtos não venha com defeito.,I would have the opposition of exchange or return of the product more my cousin didn’t want to do the procedure more all well I hope the other two products don’t come with defects.,0.0,-1.0,0.0
"Fiz a compra desse produto no dia 21/02/2018 e até hoje 26/03/2018 não recebi, sendo assim não posso avaliar o produto como bom ou ruim, mas quanto ao fornecedor NÃO RECOMENDO!","I made the purchase of this product on 21/02/2018 and until today 26/03/2018 I didn't receive, so I can't evaluate the product as good or bad, but as to the supplier I NOT recommend!",-1.0,-1.0,0.0
"O produto e si é legal, porém falha e trava muito o que acaba prejudicando um pouco.","The product is good, but it fails and works a lot that ends up damaging a little.",-1.0,-1.0,0.0
Fiz a compra e ainda não recebi o meu pedido. Aguardo até hoje e entrega do mesmo. Ninguém fez contato ainda para avisar dá entrega.,I made the purchase and I have not yet received my order. I wait until today and deliver the same. No one has contacted yet to notify delivery.,-1.0,-1.0,0.0
Não recebi o produto até agora vou comprar em outro lugar e colocar a americana na justiça  já foi pago a primeira  parcela,I didn't get the product until now I'll buy elsewhere and put the American in court already paid the first piece,0.0,-1.0,0.0
As lanternas são muito boas mas ao dei sorte pois elas estão com com diferenças no polimento,The lamps are very good but they are lucky because they are with differences in polishing.,-1.0,1.0,0.0
"O aparelho é bonito, traz boas funções!! Fiquei chateado com seu áudio, que fica em uma escala de regular pra ruim, infelizmente... Acredito que o aparelho poderia ser mais compacto em seu tamanho!","The device is beautiful, it brings good functions!! I’ve been troubled with your audio, which is on a scale of regular to bad, unfortunately... I think the device could be more compact in its size!",-1.0,1.0,0.0
"Ainda não recebi o produto, por favor providencie a entrega, está hiper atrasado, foi prometido para o dia 27 de março, estamos em 6 de Abril","I haven't received the product yet, please provide the delivery, it's hyper delayed, it's promised to the day 27 March, we're on 6 April",-1.0,-1.0,0.0
Não era o que eu esperava e aguardo contato para troca.,It wasn’t what I expected and I’m waiting for contact for exchange.,0.0,-1.0,0.0
Basa muito grossa e para usar com tampo de vidro transparente fica feio pq destaca bastante a base por ser grossa demais. achei o produto de qualidade regular.,Bases very thick and to use with transparent glass tapes becomes ugly pq highlights quite the base because it is too thick. I found the regular quality product.,-1.0,-1.0,0.0
"Produto veio quebrado! Produto veio imundo, tive a impressão que era usado.   LojaTudo nunca mais!  Não tem respeito e muito menos consideração pelos clientes. Na primeira compra feita enviam o produto quebrado e totalmente sujo!   Loja tudo nota 0.  Não comprem na loja tudo! Não compre na loja tudo! loja tudo não! Loja tudo não é boa! Loja tudo entrega produtos quebrados! Loja tudo não é confiável!","Product came broken! Product came dirty, I had the impression that it was used. ShopAll never again! It has no respect and much less consideration by customers. In the first purchase made send the product broken and completely dirty! Shop all note 0. Do not buy in the shop all! Do not buy in the shop all! shop all not! shop all is not good! shop all deliver broken products! shop all is not reliable!",-1.0,-1.0,0.0
O armário  em si é  razoável. Lado negativo é  que veio faltando peça e a Americanas nem se quer uma resposta me deu as 3 vezes que tentei contato!! Não recomendo a  ninguém mais. Pós compra péssimo! Estão nem aí  para os clientes!,The closet itself is reasonable. The negative side is that it came missing piece and the Americans don't want a response gave me the 3 times I tried to contact!! I don't recommend anyone else.,-1.0,-1.0,0.0
"Comprei o produto, paguei um frete altíssimo e após o produto chegar na transportadora ficou quase 30 dias parado sem  movimentação, e sem mais nem menos o produto chegou no endereço de entrega sem que o rastreio fosse atualizado.","I bought the product, paid a very high shipping and after the product arrived at the carrier stood almost 30 days without movement, and without more or less the product arrived at the delivery address without the tracking was updated.",-1.0,-1.0,0.0
"Além de ser caro,o produto é de péssima qualidade,não serve nem para brincar e tampouco para usar na rua,exceto se você for magro ou musculoso. logo sublimado e na parte interna esta todo em branco,as camisas que ganhei nos jogos da seleção dadas pelo Bradesco,apesar de serem descartáveis,tem mais qualidade do que essa nova camisa,R$ 30 para essa camisa é o preço máximo,agora R$ 129? Estão brincando com a minha cara,né?","In addition to being expensive, the product is of poor quality, it doesn't serve neither to play nor to use on the street, except if you're thin or muscular. soon sublimated and inside it's all in white, the t-shirts I won in the games of the selection given by Bradesco, although they're discardable,there's more quality than this new t-shirts,R$ 30 for this t-shirts is the maximum price,now R$ 129?",-1.0,-1.0,0.0
"Além do produto vir sem nota fiscal(o que faz desconfiar da originalidade), mal embalado, veio também com defeito, pois pecisa ficar mexendo no fio pra ajustar o som","In addition to the product coming without a tax note(which makes you doubt the originality), badly packed, came also with a defect, because it gets moving on the thread to adjust the sound",-1.0,-1.0,0.0
Recomendo que me devolvam o dinheiro e me mande uma carta pedindo desculpa pela LIXO que eu comprei. Sacanagem e enganação. Nao sei como a americanas deixa oferecer um produto de LIXO como isso ai...LIXO LIXO LIXO  Isso parece uma meia velha mesmo...alguem ja falou isso ai embaixo..LIXO,I recommend that you return me the money and send me a letter apologizing for the LIXO I bought. scam and deceit. I don't know how the Americans let offer a LIXO product like this ai...LIXO LIXO LIXO It looks like a half old even...somebody has already said this ai below..LIXO,-1.0,-1.0,0.0
"Tive o pedido cancelado pelo site, após ter pago. Um desrespeito.","I had the order cancelled by the site, after having paid.",-1.0,-1.0,0.0
"Acabei de abrir e o segredo digital não funciona. Só abre e fecha na chave. Teclado inoperante. Estou decepcionado. Acabei arrumando um problema. Espero que consiga trocar. Já descobri, pesquisando, que o pós-venda é ruim. É muito frustrante isso. Primeira vez que me chateio com as lojas americanas. Já tinha comprado outras vezes. Vou continuar acreditando nas L.A. Mas não recomendo o produto. Lamentável. Queria estar aqui elogiando. Mas não posso.","I just opened and the digital secret doesn’t work. Just open and close on the key. Unfunctionable keyboard. I’m disappointed. I’ve finished fixing a problem. I hope you can exchange. I’ve already discovered, researching, that post-sales is bad. It’s very frustrating that. First time I get bored with the American stores. I’ve already bought other times. I’m going to continue believing in the L.A. But I don’t recommend the product. Sorry. I wanted to be here praising. But I can’t.",-1.0,-1.0,0.0
"Cada um que compro vem com um firmware (programa) diferente, o que compromete a qualidade do produto, pois alguns deles travam e todos superaquecem, tenho a impressão de que vai queimar a qualquer momento. O da marca NOVA DIGITAL é o que menos recomendo, pois trava os canais (com boa antena) e apresenta problemas de configuração. O da VMADE (Made) altera a ordem dos canais por conta própria. Péssimos softwares nesse modelo de equipamento. Sou técnico em eletrônica.","Everyone who purchases comes with a firmware (program) different, which compromises the quality of the product, because some of them brake and all overheat, I have the impression that it will burn at any time. The brand NEW DIGITAL is what least I recommend, because it brake the channels (with good antenna) and presents configuration problems. The VMADE (Made) changes the order of the channels on its own.",-1.0,-1.0,0.0
"O produto veio certinho, é fácil de encher. Porém tem pouca durabilidade!","The product came certain, it is easy to fill. but it has little durability!",-1.0,0.0,0.0
"O aparelho veio com defeito e vcs dizem q passou do tempo para reclamar. E que eh para eu entrar em contato com o fornecedor. Que eu me lembre eu comprei das americanas! Entrei no site das americanas por confiar em vocês. Não compro em quem não conheço. Ou seja, não adiantou nada. Péssima experiência! Agora estou com um produto pifado, sem funcionar, caro e eu que vou ter que correr atrás pra resolver e vcs se eximem do problema. Muito obrigado pelo péssimo atendimento! Evitarei futuras compras com vcs.","The device came with a defect and vcs say q passed time to complain. And that eh for me to contact the supplier. Let me remember I bought from the Americans! I entered the site of the Americans for trusting you. I don't buy in who I don't know. That's, it didn't advance anything. Bad experience! Now I'm with a packed product, not working, expensive and I'm going to have to run back to solve and vcs get rid of the problem. Thank you very much for the bad care! I'll avoid future purchases with vcs.",-1.0,-1.0,0.0
NÃO RECOMENDO TAPETE DE PÉSSIMA QUALIDADE BEM DIFERENTE DA FOTO SEM SE COMPARA.,I do not recommend a very good quality tape different from the picture without comparing it.,-1.0,-1.0,0.0
As dimensões desta caixa de verramentas no anúncio é de 16 cm x 16 cm x 11 cm.  Não cabe nada é muito pequena,The dimensions of this toolbox in the ad is 16 cm x 16 cm x 11 cm.,-1.0,0.0,0.0
"O encosto veio com vários arames amassados, falha na pintura da banqueta e o acabamento é péssimo, muitas rebarbas inclusive machucando, arranhou o braço ao passar; Poderia ter caprichado mais para entregar o produto, ninguém olha o produto antes de embalar?","The crossing came with several arams accumulated, fails in the painting of the banquet and the finish is bad, many rebounds even hurting, scratched the arm when passing; Could you have capriched more to deliver the product, no one looks at the product before packing?",-1.0,-1.0,0.0
"Porque não recebi nada,e no site já até confirmaram que eu recebi e aí como fico?","Why didn't I get anything, and on the site they even confirmed that I got and there how I'm?",-1.0,-1.0,0.0
Achei a recepção muito ruim dos canais. Tenho uma do mesmo estilo de outra marca q funciona perfeitamente.,I found the very bad reception of the channels. I have one of the same style of another brand q works perfectly.,-1.0,-1.0,0.0
"Não  gruda todos pelos e muito menos qdo vai limpar pra passar de novo, limpa muito poucp","Not grid all the hair and much less qdo will clean to pass again, clean very poucp",0.0,0.0,0.0
No anúncio é duralex mas produto é marinex .. qualidade muito inferior .. fiz a devolução do produto faz mais de um mês e ainda não fui reembolsado !! Muito insatisfeito com essa empresa,In the ad is duralex but the product is marinex.. very low quality.. I made the return of the product more than a month ago and I was not yet refunded!!,-1.0,-1.0,0.0
Não tem oque falar do Game. minha reclamação e com a demora na entrega.,It’s not good to talk about the game. my complaint and with the delay in delivery.,-1.0,-1.0,0.0
"Não recomendo, pois comprei pq achei baratinho e estava precisando, nunca recebi. Já está com quase 3 meses e eles não me deram nem satisfação, todos os dias tento um retorno e nada.","I don't recommend, because I bought pq I found cheap and I needed it, I never received it. It's already almost 3 months and they didn't give me any satisfaction, every day I try a return and nothing.",-1.0,-1.0,0.0
"A propagando nos levar crer que estamos comprando um produto de alta pressão. Pois além da potencia técnica ser 1750 Lbs o nome do Produto leva a grafia de ""2200 que confunde completamente o consumidor leigo. Comparei as 1750lbs da Lavadora Wap com as 1750Lbs do concorrente (TEKNE) e fiquei surpreso com a diferença. Por isso não recomendo este produto.","The spreading leads us to believe that we are buying a high-pressure product. For in addition to the technical power to be 1750 Lbs the name of the product leads the graphic of ""2200 that completely confuses the consumer light. I compare the 1750 Lbs of the Wap Washer with the 1750 Lbs of the competitor (TEKNE) and I was surprised by the difference.",-1.0,0.0,0.0
Apesar do prazo estar vencido o produto não foi entregue conforme descrito. Estou aguardando a entrega o mais rápido possível!,Despite the deadline being passed the product has not been delivered as described. I am waiting for delivery as soon as possible!,0.0,0.0,0.0
"O produto veio com defeito, o telefone do Sac da Americanas.com nunca funciona (sempre manda ligar depois, porque todos os atendentes estão sempre ocupados), entrei no reclame aqui...baita transtorno até conseguir fazer a troca. Nesse meio tempo mudei de endereço (de estado!) e a política de troca não aceita que se mude o endereço de entrega. Me articulei com os pais da criança que havia presenteado, com o zelador do prédio e a nova moradora para, por fim, chegar a boneca, funcionar por menos de 10 min, e pifar! Chega um vídeo do pai dela no meu celular com a mensagem ""Descartável, já travou o motor"" acompanhada de um vídeo comicamente deprimente: a boneca girando na base, e a música toda distorcida... não gastem seu suado dinheirinho com essa porcaria.","The product came with a defect, the phone of the Americanas.com Sack never works (always send call after, because all the attendees are always busy), I entered the complaint here...low disorder until I managed to make the exchange. In that middle time I changed the address (state!) and the exchange policy does not accept that the delivery address is changed. I articulated with the parents of the child that had presented, with the building wardrobe and the new resident to, finally, get the doll, work for less than 10 minutes, and pifar! Comes a video of her father on my cell phone with the message ""Descartable, already trapped the engine"" accompanied by a video with a beautifully printing: the turn on the base, and all the distortion music...",0.0,-1.0,0.0
Solicitei devolução e até o momento não obtive retorno.,I requested a refund and for now I have not received any refund.,-1.0,-1.0,0.0
"comprei essa tv dia 24/01 ate hoje 27/02 nunca foi entregue, no status da transportadora diz que minha tv esta retida sob fiscalizacao, o que diabos tenho haver com isso..sempre compro na americana, mas sinceramente dessa vez estou decepcionada, dar proxima vez vou procurar outros sites.","I bought this TV on 24/01 until today 27/02 was never delivered, in the status of the carrier says that my TV is held under surveillance, what diabos I have with it..all I buy in the American, but honestly this time I am disappointed, give next time I will look for other sites.",-1.0,-1.0,0.0
"O produto é muito bom, porém deu defeito em 20 dias de uso",The product is very good but has been defective in 20 days of use.,-1.0,-1.0,0.0
Não e o original.. Não tive resultados... Só o shake que e bom,Not the original... I didn’t have results... Only the shake that was good,0.0,0.0,0.0
Cancelaram o meu pedido porque não tinha o produto e ainda pedem avaliação,They cancelled my order because I didn’t have the product and still ask for review,-1.0,-1.0,0.0
Ridiculo isso um site grande desse me enviar um produto errado; e agora quem vai ir atraz pra trocar? Eu com um bb recen nascido; RIDICULO AMERICANAS,I laugh this a great site of this send me a wrong product; and now who will go attractive to exchange? I with a newborn bb; RIDICULO AMERICANES,-1.0,-1.0,0.0
"Se existisse 0 estrelas eu daria. Não para o produto, mas para a loja que me enviou um produto péssimo, que nem marca tem, totalmente divergente. Faz semanas que estou pedindo que eles me enviem o código para eu postar o produto e receber o estorno mas ainda estou na espera. Totalmente insatisfeita","If there were 0 stars I would give. Not to the product, but to the store that sent me a bad product, which no brand has, completely different. For weeks I’m asking them to send me the code to me post the product and receive the distortion but I’m still waiting.",-1.0,-1.0,0.0
"Comprei esse produto e paguei à vista, através de boleto. Agora alegam que não há estoque e ninguem me dá uma posição. Não recomendo de jeito nenhum pois na hora de fechar o pedido não há nenhum aviso que o produto está em falta.","I bought this product and paid in sight, through a ticket. Now they claim there is no stock and no one gives me a position. I do not recommend in any way because at the time of closing the order there is no warning that the product is missing.",-1.0,-1.0,0.0
O revolver aplicador vaza muito na conexão e não é possível utilizar a mangueira sem o mesmo,The revolver applicator is very empty in the connection and it is not possible to use the handle without the same,-1.0,-1.0,0.0
"apresentou defeito depois de 11 dias de uso 3 riscos horizontais na imagem, a tv não saiu da parede, vou enviar p assistência técnica amanha, e como passou o prazo de 5 dias corridos depois da entrega, só a assistência técnica q resolve.","presented defect after 11 days of use 3 horizontal risks in the image, the TV did not come out of the wall, I will send p technical assistance morning, and as passed the period of 5 days run after delivery, only the technical assistance q solves.",-1.0,-1.0,0.0
"oi boa noite, quero saber se vao devolver o dinheiro, eu mandei o produto ficou faltando a pistola e quero saber se vao me restituir pq ainda estao cobrando no cartao de credito","Oh good night, I want to know if I will return the money, I sent the product was missing the gun and I want to know if I will return me pq I am still charging on the credit card",0.0,0.0,0.0
Não recomendo pois ela só funciona com Wi-Fi dela é na maioria das vezes não conecta e você tem que baixar um app difícil de encontrar pois no manual que está em chinês e russo não te ajuda em nada. Por isso não recomendo.,I don't recommend because it only works with Wi-Fi it's most often not connected and you have to download an app hard to find because in the manual that's in Chinese and Russian doesn't help you in anything.,-1.0,-1.0,0.0
"O produto é bom. Mas o pano fica sempre com água, não tem absorção de água direito ao torcer.  Mas é um produto prático para dia dia.","The product is good. But the plate is always with water, it has no right water absorption when it turns. But it is a practical product for day-to-day.",0.0,0.0,0.0
"Bonita e fácil de carregar, porém não mantém os alimentos quentes.","Beautiful and easy to carry, but does not keep the food hot.",-1.0,-1.0,0.0
"Infelizmente estou com problemas, pois não consegui receber o produto dentro do prazo, está com 13 dias de atraso.","Unfortunately I'm in trouble because I couldn't get the product within the deadline, it's 13 days late.",-1.0,-1.0,0.0
"ja reclamei e não tive resposta , agora quero cancelar e quero meu dinheiro com juros e correção  NÃO RECEBI O PRODUTO ATÉ AGROA","I've already complained and I didn't have a reply, now I want to cancel and I want my money with interest and correction I don't receive the PRODUCT AT GROA",-1.0,-1.0,0.0
Bonito produto...mas de pouca utilidade...a anatomia dela fica difícil de usar...,"It’s a good product, but it’s little useful, and its anatomy is hard to use.",-1.0,-1.0,0.0
Já deu defeito por isso avalio como péssimo. Não recomendo para meus amigos,"I’ve had a mistake, so I’m evaluating it as bad. I don’t recommend it to my friends",-1.0,-1.0,0.0
"a descrição da caixa do produto diz 28 cm , porém não tem.","The description of the product box says 28 cm, but it does not.",0.0,0.0,0.0
"Cadeira veio com defeito no hidráulico, dois rasgos, torta e amassado no apoio de pés. Até agora não consegui solucionar o problema. Já conversei com atendente e fui comunicado que iriam resolver o problema. Porém a única maneira de resolver é enviar uma nova e trocar por esta que está comigo. Mas até agora nada.","The chair came with a defect in the hydraulic, two traits, cake and gathered in the support of the feet. So far I couldn't solve the problem. I've already talked with the assistant and I've been communicated that they'd solve the problem. But the only way to solve is to send a new and exchange for this that's with me. But so far nothing.",-1.0,-1.0,0.0
O pen drive que recebi foi diferente do que comprei. Comprei um produto e veio outro.,The pen drive I received was different from what I bought. I bought one product and came another.,0.0,0.0,0.0
Ainda não recebi o produto. Não tenho como avaliar um produto que ainda nao recebi.,I have not yet received the product.I have no way to evaluate a product that I have not yet received.,-1.0,0.0,0.0
"ESSE PRODUTO NÃO CHEGOU EM MINHA RESIDÊNCIA!!!!!! Descontaram o valor em meu cartão, o produto não chegou em minha residência.  Fui noite dos correios e está com endereço final sendo SÃO PAULO, porém meu endereço é no RIO DE JANEIRO.  Quero meu dinheiro de volta ou o produto!!","This product did not come to my residence!!!!!! they discounted the value on my card, the product did not come to my residence. I was the night of the mail and is with the end address being SÃO PAULO but my address is in RIO DE JANEIRO. I want my money back or the product!!",-1.0,-1.0,0.0
me arrependi de ter comprado o acabamento mal feito dos garfos corta a boca. não compre,I regret having bought the wrong-made finish of the butterflies cut the mouth.,-1.0,-1.0,0.0
"Não compremm .. com apenas 2 meses a camera ja deu pau .. não foca mais, entre outras coisas ..","I don't buy.. with only 2 months the camera has already pau.. no focus anymore, among other things..",-1.0,-1.0,0.0
Eu recebi o produto sujo e desbotado... Não recomendo...,I got the product dirty and dirty... I don’t recommend...,-1.0,-1.0,0.0
"comprei o produto vcs me disseram q entregariam dia 23 mas ate hj não recebi, e vcs não entram em contato para informar sobre a entrega ou a devolução do meu dinheiro, eu estou muito frustada pôs sempre fui cliente das lojas americanas , pós vcs não mostram interesse em resolver o problema eu entro em contato e não respondida. o produto não sei se bom não chaga, mas eu sei as lojas americanas não esta sendo mais uma boa empresa para fazer compras!!!!!!!!!!!!","I bought the product vcs told me q would deliver day 23 but ate hj didn't receive, and vcs don't get in touch to inform about the delivery or the return of my money, I'm very frustrated I've always been a customer of the U.S. stores, after vcs don't show interest in solving the problem I get in touch and didn't answer. the product don't know if good doesn't break, but I know the U.S. stores are not being a good company to make purchases!!!!!!!!!!!!",-1.0,-1.0,0.0
"Normalmente sou de dar 5 estrelas para todas avaliações, não sou muito rigoroso pois pesquiso muito antes de comprar algo. No entanto aqui eu comprei exatamente em 27/11/17 supostamente seria um presente de natal, mas estamos em 02/01/18 e ainda não chegou. A americanas entrou em contato para querer reembolsar o valor, eu não quero reembolso quero o produto que comprei. Espero resolver isso o quanto antes. Fiquei bastante triste com o serviço. A atendente alegou que o produto não havia em estoque, eu me pergunto o porque de vender algo que não se tem. Sem comentários.","Normally I’m giving 5 stars for all reviews, I’m not very strict because I’m searching a long time before buying something. However here I bought exactly on 27/11/17 supposedly would be a Christmas gift, but we’re on 02/01/18 and still didn’t come. The Americans got in contact to want to refund the value, I don’t want refund I want the product I bought. I hope to solve it as soon as possible. I was quite sad with the service. The customer claimed that the product was not in stock, I wonder why to sell something that doesn’t have. No comments.",-1.0,-1.0,0.0
O produto é mto vagabundo o material  não dele nau é bom as gavetas não vale nada7 odiei não recomendo a ninguém,The product is mto vagabundo the material is not his nau is good the boxes are not worth anything7 odiei I don't recommend to anyone,-1.0,-1.0,0.0
"Bom, uma pena pagar esse valor e vir sem o cabo de carregar, vou ter de gastar mais dinheiro com frete pra poder comprar esse cabo, vocês poderiam pensar nisso da prox vez para facilitar a vida do cliente.","Well, it’s worth paying that amount and coming without the charging cable, I’ll have to spend more money with cargo to be able to buy that cable, you could think about it from the next time to facilitate the customer’s life.",-1.0,0.0,0.0
Fiz a compra no mes de março e até agora nada de entregar o produto....nem dão uma satisfação... liguei várias vezes  na central eles confirmam a data da entrega mas essa entrega nunca acontece Estou totalmente decepcionada a pior coisa que fiz foi comprar nessa porcaria desse site não vale nada .... Se não tem condições de atender um cliente melhor não colocar no ar ...  Decepção total.....não recomendo!!!,I made the purchase in the month of March and so far nothing to deliver the product....no give a satisfaction... I called several times at the center they confirm the delivery date but that delivery never happens I am completely disappointed the worst thing I did was to buy in this pork of this site is not worth anything.... If you have no conditions to meet a customer better not put in the air... Total disappointment.....no recommend!!!,-1.0,-1.0,0.0
"Quero saber quando vão entregar meu produto, pq não foi entregue.","I want to know when they will deliver my product, pq was not delivered.",0.0,0.0,0.0
"A imagem do anúncio traz um case rígido preto (entregue) e uma capa emborrachada cor laranja para o HD (NÃO entregue). Ao informar que a capa não foi entregue, recebi uma ligação informando que eu estava enganado, pois esta capa custava R$ 2.000,00. Realmente fui enganado, mas foi por este anúncio enganador e por este atendimento mal caráter. Nem se quer existe um anúncio para esta suposta capa de ""2.000"". O valor é maior que o de um HD, certamente nos acham idiotas, tentando fazer o cliente pensar que o engano é dele mesmo, informando um valor absurdo por um produto que nem é oferecido separadamente. Na própria imagem disponibilizada nesta página de avaliação o case está acompanhado da capa na cor laranja. Anúncio fraudulento, atendimento péssimo! Sou cliente há anos, jamais tive problemas, até esta compra. Este parceiro prejudica a marca Americanas. Jamais pensei depois de anos como cliente receber um atendimento tão ruim e mentiroso.","The image of the advertisement brings a hard box black (introduce) and an embryo orange colour to the HD (not delivered). When informing that the cover was not delivered, I received a link informing that I was misleading because this cover cost R$2,000,00. I was really misleading, but it was for this misleading advertisement and for this bad service character. Neither do you want there is an advertisement for this supposed cover of ""2,000"". The value is greater than that of a HD, they find us stupid, trying to make the customer think that the mistake is of him, informing an absurd value for a product that is not offered separately. In the image itself available in this review page the case is accompanied by the cover.",-1.0,-1.0,0.0
"No dia 22 de fevereiro recebi um produto que não comprei e a comprado e de maior valor pago, não foi entregue. E até hoje entro  contato com a Americanas e a FLIP (loja parceira da americanas). E não resolvem e ainda tiveram a ousadia de dizer que o prazo para reclamações havia expirado. Como se no mesmo dia em que recebi entrei em contato.  AVISO: NÃO COMPREM NADA NELA OU NAS PARCEIRAS, PORQUE SE DER PROBLEMA VCS NÃO TERÃO QUEM RESOLVER E SÓ TERÃO ABORRECIMENTOS, POIS NENHUMA DAS DUAS SE IMPORTAM COM O CLIENTE. EU DEIXEI DE COMPRAR NELAS .AMERICANAS NÃO, FLIP NUNCA MAIS. CLIENTES CUIDADO, ELAS NÃO NOS RESPEITAM. ME SENTI LESADA POR EMPRESAS QUE SE DIZEM PARCEIRAS.","On February 22 I received a product I didn't buy and the purchased and the highest paid value was not delivered. And so far I get in touch with Americanas and FLIP (American partner shop). And they don't resolve and still had the courage to say that the deadline for complaints had expired. As if on the same day I received I entered in contact. Notice: Do not buy anything in it or in the partners, because if the problem VCS won't have anyone to solve and will only be shortcomings, so no one of the two will be concerned with the customer. I've left to buy in the US.",-1.0,-1.0,0.0
"Não existe a versão digital. O produto vem com um código e um site com o caminho para acessar. Porém, o caminho não é válido. Entrei no site da editora e enviei um questionamento. Até hoje sequer tive resposta","There is no digital version. The product comes with a code and a site with the way to access. However, the way is not valid. I entered the publisher's site and sent a questionnaire. So far I even had an answer",-1.0,0.0,0.0
"A entrega foi rápida  o produto veio lacrado e em perfeitas condições! A câmera é  ótima, mas o celular trava!","Delivery was fast the product came tears and in perfect conditions! the camera is great, but the cell phone traps!",0.0,1.0,0.0
Comprei o carrinha em 8 dias foi entregue... no msn diabqbentregou montamos e percebemos q veio com defeito na costura da lateral do carrinho. Liguei na Central da dafito... eles disseram pra entrar em contato com a transportadora. A transportadora buscou o produto ja tem 11 dias e ninguém nem sabe qdo vai devolver outro carrinho! Detalhe: ja paguei pelo produto!!!! Agora  pelo q estou vendo qdo chegar o bebê conforto não sercira mais para minha netinha. Pois se comprei  preciso do produto... agora ficar esperando a Boa vontade da transportadora em ACHAR (rastrear ) ...tenha paciência! Ninguém nunca sabe de nada! E nosso a trouxe aqui ha comprou ... pagou a não recebeu o produto como deveria ! Palhaçada !,I bought the car in 8 days was delivered... in the msn diabqbentregou montamos and we realized q came with a defect in the coat of the side of the car. I called at the center of the dafito... they said to get in touch with the carrier. the carrier sought the product already has 11 days and no one knows qdo will return another car! Details: I already paid for the product!!!! Now for q I am seeing qdo arrive the baby comfort no closure anymore for my grandmother. For I bought precise of the product... now stay waiting for the Goodwill of the carrier in ACHAR (tracking )... have patience! No one knows anything! And our carrier here has paid the product as it should!,0.0,0.0,0.0
"ENGANAÇÃO ! NÃO FUNCIONA NO BRASIL ! Esperei quase um mês e recebi um telefone que não funciona no país. No atendimento telefônico uma sujeita de nome Renata foi absurdamente estúpida e ainda me ameaçou dizendo que a ligação telefônica é gravada Agora é devolver e esperar mais um século pelo estorno PROCUREM OUTRA LOJA !!!!! se ja comprou, faça como eu: processe !","I waited almost a month and I received a phone that doesn’t work in the country. In the telephone service a subject named Renata was absurdly stupid and still threatened me saying that the telephone call is recorded Now it’s to return and wait another a century for the outbreak look for another shop!!!!! if you’ve already bought, do like me: process!",-1.0,-1.0,0.0
"A capa tem uma apresentação legal, mas eu comprei porque dizia na descrição do produto que era IMPERMEÁVEL. No entanto, caiu um líquido sobre a capa e manchou o meu sofá.","The cover has a legal presentation, but I bought because I said in the description of the product that it was IMPERMANENT. However, a liquid fell on the cover and tapped my sofa.",-1.0,0.0,0.0
"Eu já expliquei o motivo de ter cancelado o pedido. Depois de dias de atraso (sem ninguém me dar satisfação), entrei em contato com americanas.com e fui informada de que o produto ainda nem tinha chegado no estoque. Deram um novo prazo (absurdo). Obviamente cancelei o pedido. Um produto barato, vendido em vários sites, que comprei exatamente pelo prazo de entrega. No mesmo dia em que cancelei o pedido, comprei em loja física e por preço mais barato. Decepção pela propaganda enganosa.","I’ve already explained why I canceled the order. After days of delay (without anyone giving me satisfaction), I contacted americanas.com and I was informed that the product had not yet arrived in the stock. They gave a new deadline (absurd). Obviously I canceled the order. A cheap product, sold on several sites, I bought exactly for the delivery deadline. On the same day I canceled the order, I bought in the physical store and at a cheaper price.",-1.0,-1.0,0.0
